project,source,content,score,comments,"technical update, 
accidents, 
team and partnership update, 
changes in tokenomics, 
whale movement, 
regulation related to crypto industry
Roadmap Updates
Adoption Metrics
External Audits
Competitor Movements
Token Listings
Legal & Lawsuits"
ARBITRUM,Discord,"Gm Arbinauts! 💙

The first Arbitrum Security Council elections are scheduled to start on the 15th of September ‘23.
As part of its governance, the Arbitrum DAO incorporates a Security Council that can take certain emergency and non-emergency actions, and there are important considerations for the community.

To provide the community with a secure on-chain election system, we have engaged Off Chain Labs and Tally to implement the on-chain smart contract suite and integrate the election system in their front end.

As the implementation continues, we want to keep the community informed since this is a critical part of the system.

You can check out this new forum post about the architecture and provide technical feedback back to the team:
Proposal: Security Council Elections Proposed Implementation Spec
https://forum.arbitrum.foundation/t/proposal-security-council-elections-proposed-implementation-spec/15425

We have put together a new proposal that seeks consent from the Arbitrum DAO to modify the start date of the election:
Proposal: Update Security Council Election Start Date to Ensure Time for Security Audit
https://forum.arbitrum.foundation/t/proposal-update-security-council-election-start-date-to-ensure-time-for-security-audit/15426

The motivation for a new start date is threefold:
1) Allow for both the smart contract and user interface implementation to be completed,
2) Time to audit the smart contracts alongside resolving any identified issues,
3)  Allow the Arbitrum DAO to review, gain confidence, and vote to install the election software.

We hope everyone is excited about pursuing an on-chain election that empowers the Arbitrum DAO to propose, vote and install new security council members!

*Find more about this here
https://twitter.com/arbitrum/status/1679932572195799065?s=20",,,
ARBITRUM,Discord,"Hello Arbinauts!:arbiblobblue: 

The Arbitrum DAO overwhelmingly voted for AIP-1.1:
https://www.tally.xyz/gov/arbitrum/proposal/70545629960586317780628692755032548222173912190231545322320044688071893662480

AIP-1.1 relates to the Arbitrum Foundation's budget. It states that our treasury of 700m ARB must be locked in a vesting contract. The treasury should be released to the Foundation over a 4 year horizon:
https://arbiscan.io/address/0x15533b77981cDa0F85c4F9a485237DF4285D6844#code

The vesting contract is an important tool to allow the Arbitrum DAO to hold the Arbitrum Foundation accountable. The DAO has the authority to remove, shorten, or extend the vesting period.

The final step to complete AIP-1.1 requires the Arbitrum Foundation to send the 700m ARB treasury to the vesting contract. This transfer will happen shortly and you can watch it here: https://arbiscan.io/address/0xc24E24383120669512a336fB3B5B19aFB4CC2a56

Finally, the completion of AIP-1.1 and AIP-1.2 represents one small step for the Arbitrum DAO, but one giant leap for the Arbitrum ecosystem :arbblue: :one~1: :nova: 
@✨ DAO Maxi 

https://twitter.com/arbitrum/status/1677011772148965379?s=20 
",,,
ARBITRUM,Discord,":arbiblobblue: Proposals waiting for feedback on the DAO forum:

Accelerating Arbitrum - leveraging Camelot as an ecosystem hub to support native builders (https://forum.arbitrum.foundation/t/proposal-accelerating-arbitrum-leveraging-camelot-as-an-ecosystem-hub-to-support-native-builders/15116/68)

Fund the Arbitrum Grants Framework Proposal Milestone 1 (https://forum.arbitrum.foundation/t/aip-3-non-constitutional-fund-the-arbitrum-grants-framework-proposal-milestone-1/14976/11)

Expand Metaverse Capacities of Arbitrum (https://forum.arbitrum.foundation/t/proposal-expand-metaverse-capacities-of-arbitrum/13614)(https://forum.arbitrum.foundation/t/proposal-expand-metaverse-capacities-of-arbitrum/13614)

Building the Future of NFTs: The Rarible Protocol - Arbitrum Integration Proposal (https://forum.arbitrum.foundation/t/proposal-building-the-future-of-nfts-the-rarible-protocol-arbitrum-integration-proposal/15091)

Temp check - Mission of the Arbitrum DAO [Constitutional] (https://forum.arbitrum.foundation/t/proposal-temp-check-mission-of-the-arbitrum-dao-constitutional/14926)(https://forum.arbitrum.foundation/t/proposal-temp-check-mission-of-the-arbitrum-dao-constitutional/14926)(https://forum.arbitrum.foundation/t/proposal-temp-check-mission-of-the-arbitrum-dao-constitutional/14926)Distributing

ARB Tokens to L3 MXC zkEVM Users to Encourage Growth on Arbitrum One. (https://forum.arbitrum.foundation/t/proposal-distributing-arb-tokens-to-l3-mxc-zkevm-users-to-encourage-growth-on-arbitrum-one/14598/5)(https://forum.arbitrum.foundation/t/proposal-temp-check-mission-of-the-arbitrum-dao-constitutional/14926)

:arbiblobblue: Proposals on Snapshot:

Arbitrum DAO Grants - Delegated Domain Allocation by Questbook (https://snapshot.org/#/arbitrumfoundation.eth/proposal/0xe07fb357b2b40e042ca58a36a1534afc33a1d313d4781ac433536bc884fc3c65)

:arbiblobblue: Proposals on Tally: 

AIP-2: Activate support for account abstraction endpoint on One and Nova (https://www.tally.xyz/gov/arbitrum/proposal/71941171835710778457735937894689629320431683601089057868136768380925169329077)
@✨ DAO Maxi 
",,,
ARBITRUM,Discord,"We put together this telegram channel to keep all delegates, large or small, aware of updates that require their attention. 

Announcements will focus on:
Mature proposals that require feedback
Proposals on Snapshot
Proposals on Tally

Subscribe👇:arbblue: :one~1: :nova: 
https://t.me/+vvP2v3aFhiQ4MGJk",,,
ARBITRUM,Discord,"AIP-1.2 is now LIVE! Now is your chance to contribute to governance as part of the Arbitrum DAO. Voting will end Fri Jun 23 14:06pm

AIP-1.1 will be live on Saturday!

AIP-1.2
https://www.tally.xyz/gov/arbitrum/proposal/77049969659962393408182308518930939247285848107346513112985531885924337078488 ",,,
ARBITRUM,Discord,"We're thrilled to announce that AIP 1.1 & 1.2 will be live for on-chain voting in 3 days on Tally! Make sure your tokens are delegated beforehand so you can participate. 

AIP-1.1 
https://www.tally.xyz/gov/arbitrum/proposal/70545629960586317780628692755032548222173912190231545322320044688071893662480
Voting start - Sat Jun 10 21:22pm
Voting end - Sat Jun 24 22:15pm

AIP-1.2
https://tally.xyz/gov/arbitrum/proposal/77049969659962393408182308518930939247285848107346513112985531885924337078488
Voting start - Fri Jun 9 12:57pm
Voting end - Fri Jun 23 12:57pm

https://twitter.com/arbitrum/status/1666125046606180363?s=20

Let's build Arbitrum together",,,
RIPPLE,Twitter,"The last batch of tickets for The Proper Party drops tomorrow 9/21 at 12:00pm ET!

Reminder: entry will be granted on a first come first serve basis with an RSVP confirmation.
⬇️⬇️⬇️
https://theproperparty929.com/
",,,
RIPPLE,Twitter,"Nine out of ten central banks are actively exploring CBDCs and @juniperresearch predicts CBDC payments could reach $213 billion by 2030.

With global adoption on the rise, learn how #CBDCs are poised to reshape the global banking system.",,,
RIPPLE,Twitter,"Ripple has been recognized by @FortuneMagazine and @GPTW_US as one of the #BestWorkplaces in Technology for 2023. 

Thank you for the recognition and inclusion on this year’s list! ⭐️ https://greatplacetowork.com/best-workplaces/technology/2023?category=small-and-medium",,,
RIPPLE,Twitter,"With always-on, 24/7/365 global availability, crypto provides a twofold opportunity to improve eCommerce and merchant payments. 

Watch as Ripple's Brad Chase recently sat down with @PYMNTs to discuss how the payments world has already gone digital.",,,
RIPPLE,Twitter,"At Ripple, we’re looking for bold and passionate people to help transform the future of finance.

Explore more than 60 opportunities: https://ripple.com/careers/?utm_campaign=&utm_medium=organic_social&utm_source=twitter",,,
RIPPLE,Twitter,"50% of global finance leaders plan to use a crypto custody solution in their business within the next 3 years.

Learn how blockchain is making waves in finance in our 2023 New Value Report: http://bit.ly/2023NewValueReport
",,,
RIPPLE,Twitter,"Ripple VP of Central Bank Engagements, James Wallis, joins 
@ThinkCryptoPod
 to discuss:
 
👉 Ripple's CBDC Platform 
👉 Palau and Ripple limited stablecoin pilot
👉 Programmable #CBDCs and the right to privacy
 
Tune in: https://www.youtube.com/watch?v=dJ_PvTu8D_Y",,,
RIPPLE,Twitter,"Managing liquidity means value is available at the right time, for the right cost, at the right place to meet customers’ needs.

With increased global availability, new features, and improved customer experience, find out what’s new with Liquidity Hub:
https://ripple.com/insights/building-liquidity-hub-to-meet-business-needs/?utm_campaign=&utm_medium=organic_social&utm_source=twitter",,,
RIPPLE,Twitter,"Welcome @Ripple as a sponsor for #Mainnet2023!

Founded in 2012, Ripple's vision is to enable a world where value moves as seamlessly as information flows today—an Internet of Value. Ripple is the only enterprise blockchain company today with products in commercial use.",,,
RIPPLE,Twitter,"In Africa, less than 10% of payments are digital and finance leaders in the region are excited to embrace the opportunity of crypto for cross-border payments.

Now is the time for businesses to leverage crypto.

Learn why in our 2023 New Value Report: https://ripple.com/lp/2023-new-value-report/?utm_campaign=&utm_medium=organic_social&utm_source=twitter
",,,
RIPPLE,Twitter,"We’re thrilled to announce Henson Orser, CEO at VARA, as our keynote speaker for #RippleSwell this year, taking place on Nov 8-9 in Dubai. 

Request your invitation to hear more about VARA's approach to crypto regulation: http://bit.ly/RippleSwell2023
",,,
RIPPLE,Twitter,"Join a team building breakthrough #crypto solutions for a world without economic borders. 🛠️ https://ripple.com/careers?utm_campaign=&utm_medium=organic_social&utm_source=twitter


Explore open roles at Ripple, including:

🔹 Sr. Specialist, Global KYC & Due Diligence
🔹 Sr. Manager Governance, Risk, and Compliance",,,
RIPPLE,Twitter,"Small and medium enterprises make up 90% of the world’s businesses but many are hindered by the inefficiencies of cross-border payments.

It's clear there is a big opportunity in blockchain-based small business payments. 

Learn more in our whitepaper.
https://ripple.com/insights/sme-cross-border-payments-a-growth-opportunity-for-banks/?utm_campaign=&utm_medium=organic_social&utm_source=twitter",,,
RIPPLE,Twitter,"What are the different use cases of #CBDCs?

Ripple's James Wallis, VP of Central Bank Engagements, gets this question all the time and breezes through a simple, 1-minute explanation of the three different categories of use cases. ⏱️ #CryptoInOneMinute",,,
